,image_id,path,class_id,is_train
55,56,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139,1,1
56,57,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140,1,0
57,58,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141,1,1
58,59,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074,1,0
59,60,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426,1,1
60,61,002.Laysan_Albatross/Laysan_Albatross_0002_1027,2,0
61,62,002.Laysan_Albatross/Laysan_Albatross_0003_1033,2,1
62,63,002.Laysan_Albatross/Laysan_Albatross_0082_524,2,0
63,64,002.Laysan_Albatross/Laysan_Albatross_0044_784,2,1
64,65,002.Laysan_Albatross/Laysan_Albatross_0070_788,2,0
65,66,002.Laysan_Albatross/Laysan_Albatross_0050_870,2,1
66,67,002.Laysan_Albatross/Laysan_Albatross_0071_792,2,1
67,68,002.Laysan_Albatross/Laysan_Albatross_0053_543,2,0
68,69,002.Laysan_Albatross/Laysan_Albatross_0081_800,2,1
69,70,002.Laysan_Albatross/Laysan_Albatross_0001_545,2,0
70,71,002.Laysan_Albatross/Laysan_Albatross_0023_1059,2,0
71,72,002.Laysan_Albatross/Laysan_Albatross_0065_809,2,1
72,73,002.Laysan_Albatross/Laysan_Albatross_0061_563,2,1
73,74,002.Laysan_Albatross/Laysan_Albatross_0085_564,2,1
74,75,002.Laysan_Albatross/Laysan_Albatross_0005_565,2,1
75,76,002.Laysan_Albatross/Laysan_Albatross_0060_777,2,0
76,77,002.Laysan_Albatross/Laysan_Albatross_0055_570,2,1
77,78,002.Laysan_Albatross/Laysan_Albatross_0025_571,2,1
78,79,002.Laysan_Albatross/Laysan_Albatross_0080_821,2,0
79,80,002.Laysan_Albatross/Laysan_Albatross_0092_834,2,1
80,81,002.Laysan_Albatross/Laysan_Albatross_0013_910,2,1
81,82,002.Laysan_Albatross/Laysan_Albatross_0091_602,2,0
82,83,002.Laysan_Albatross/Laysan_Albatross_0102_611,2,0
83,84,002.Laysan_Albatross/Laysan_Albatross_0099_869,2,1
84,85,002.Laysan_Albatross/Laysan_Albatross_0017_614,2,0
85,86,002.Laysan_Albatross/Laysan_Albatross_0047_619,2,1
86,87,002.Laysan_Albatross/Laysan_Albatross_0035_876,2,0
87,88,002.Laysan_Albatross/Laysan_Albatross_0098_621,2,0
88,89,002.Laysan_Albatross/Laysan_Albatross_0088_883,2,1
89,90,002.Laysan_Albatross/Laysan_Albatross_0034_628,2,0
90,91,002.Laysan_Albatross/Laysan_Albatross_0104_630,2,0
91,92,002.Laysan_Albatross/Laysan_Albatross_0058_637,2,0
92,93,002.Laysan_Albatross/Laysan_Albatross_0028_643,2,0
93,94,002.Laysan_Albatross/Laysan_Albatross_0033_658,2,0
94,95,002.Laysan_Albatross/Laysan_Albatross_0075_668,2,0
95,96,002.Laysan_Albatross/Laysan_Albatross_0076_671,2,1
96,97,002.Laysan_Albatross/Laysan_Albatross_0096_673,2,1
97,98,002.Laysan_Albatross/Laysan_Albatross_0064_674,2,0
98,99,002.Laysan_Albatross/Laysan_Albatross_0039_924,2,1
99,100,002.Laysan_Albatross/Laysan_Albatross_0049_918,2,0
100,101,002.Laysan_Albatross/Laysan_Albatross_0012_696,2,0
101,102,002.Laysan_Albatross/Laysan_Albatross_0056_500,2,1
102,103,002.Laysan_Albatross/Laysan_Albatross_0037_699,2,0
103,104,002.Laysan_Albatross/Laysan_Albatross_0006_702,2,1
104,105,002.Laysan_Albatross/Laysan_Albatross_0073_927,2,1
105,106,002.Laysan_Albatross/Laysan_Albatross_0042_801,2,0
106,107,002.Laysan_Albatross/Laysan_Albatross_0004_930,2,0
107,108,002.Laysan_Albatross/Laysan_Albatross_0093_725,2,0
108,109,002.Laysan_Albatross/Laysan_Albatross_0068_726,2,1
109,110,002.Laysan_Albatross/Laysan_Albatross_0040_472,2,1
110,111,002.Laysan_Albatross/Laysan_Albatross_0100_735,2,1
111,112,002.Laysan_Albatross/Laysan_Albatross_0021_737,2,0
112,113,002.Laysan_Albatross/Laysan_Albatross_0029_482,2,1
113,114,002.Laysan_Albatross/Laysan_Albatross_0059_488,2,0
114,115,002.Laysan_Albatross/Laysan_Albatross_0018_492,2,1
115,116,002.Laysan_Albatross/Laysan_Albatross_0083_756,2,1
116,117,002.Laysan_Albatross/Laysan_Albatross_0094_1013,2,1
117,118,002.Laysan_Albatross/Laysan_Albatross_0103_504,2,0
118,119,002.Laysan_Albatross/Laysan_Albatross_0079_506,2,0
119,120,002.Laysan_Albatross/Laysan_Albatross_0051_1020,2,1
120,121,003.Sooty_Albatross/Sooty_Albatross_0038_1065,3,1
121,122,003.Sooty_Albatross/Sooty_Albatross_0031_1066,3,1
122,123,003.Sooty_Albatross/Sooty_Albatross_0001_1071,3,1
123,124,003.Sooty_Albatross/Sooty_Albatross_0016_1075,3,1
124,125,003.Sooty_Albatross/Sooty_Albatross_0043_1076,3,1
125,126,003.Sooty_Albatross/Sooty_Albatross_0003_1078,3,0
126,127,003.Sooty_Albatross/Sooty_Albatross_0077_1080,3,1
127,128,003.Sooty_Albatross/Sooty_Albatross_0063_1101,3,1
128,129,003.Sooty_Albatross/Sooty_Albatross_0044_1105,3,0
129,130,003.Sooty_Albatross/Sooty_Albatross_0071_1116,3,0
130,131,003.Sooty_Albatross/Sooty_Albatross_0070_796346,3,1
131,132,003.Sooty_Albatross/Sooty_Albatross_0030_1122,3,0
132,133,003.Sooty_Albatross/Sooty_Albatross_0054_796347,3,0
133,134,003.Sooty_Albatross/Sooty_Albatross_0033_1128,3,0
134,135,003.Sooty_Albatross/Sooty_Albatross_0048_1130,3,0
135,136,003.Sooty_Albatross/Sooty_Albatross_0032_1149,3,1
136,137,003.Sooty_Albatross/Sooty_Albatross_0034_1154,3,1
137,138,003.Sooty_Albatross/Sooty_Albatross_0055_1160,3,1
138,139,003.Sooty_Albatross/Sooty_Albatross_0024_1161,3,0
139,140,003.Sooty_Albatross/Sooty_Albatross_0045_1162,3,1
140,141,003.Sooty_Albatross/Sooty_Albatross_0073_1171,3,1
141,142,003.Sooty_Albatross/Sooty_Albatross_0074_1221,3,1
142,143,003.Sooty_Albatross/Sooty_Albatross_0021_796339,3,1
143,144,003.Sooty_Albatross/Sooty_Albatross_0005_796342,3,0
144,145,003.Sooty_Albatross/Sooty_Albatross_0064_796343,3,1
145,146,003.Sooty_Albatross/Sooty_Albatross_0042_1210,3,0
146,147,003.Sooty_Albatross/Sooty_Albatross_0046_1211,3,0
147,148,003.Sooty_Albatross/Sooty_Albatross_0017_796349,3,1
148,149,003.Sooty_Albatross/Sooty_Albatross_0049_796350,3,0
149,150,003.Sooty_Albatross/Sooty_Albatross_0050_796351,3,0
150,151,003.Sooty_Albatross/Sooty_Albatross_0075_796352,3,1
151,152,003.Sooty_Albatross/Sooty_Albatross_0068_796353,3,1
152,153,003.Sooty_Albatross/Sooty_Albatross_0057_796354,3,1
153,154,003.Sooty_Albatross/Sooty_Albatross_0010_796355,3,0
154,155,003.Sooty_Albatross/Sooty_Albatross_0029_796357,3,0
155,156,003.Sooty_Albatross/Sooty_Albatross_0069_796358,3,0
156,157,003.Sooty_Albatross/Sooty_Albatross_0020_796359,3,0
157,158,003.Sooty_Albatross/Sooty_Albatross_0058_796360,3,1
158,159,003.Sooty_Albatross/Sooty_Albatross_0025_796361,3,1
159,160,003.Sooty_Albatross/Sooty_Albatross_0041_796364,3,1
160,161,003.Sooty_Albatross/Sooty_Albatross_0076_796365,3,0
161,162,003.Sooty_Albatross/Sooty_Albatross_0004_796366,3,0
162,163,003.Sooty_Albatross/Sooty_Albatross_0065_796367,3,0
163,164,003.Sooty_Albatross/Sooty_Albatross_0072_796371,3,1
164,165,003.Sooty_Albatross/Sooty_Albatross_0007_796372,3,0
165,166,003.Sooty_Albatross/Sooty_Albatross_0014_796373,3,1
166,167,003.Sooty_Albatross/Sooty_Albatross_0051_796374,3,0
167,168,003.Sooty_Albatross/Sooty_Albatross_0040_796375,3,1
168,169,003.Sooty_Albatross/Sooty_Albatross_0067_796376,3,0
169,170,003.Sooty_Albatross/Sooty_Albatross_0066_796382,3,0
170,171,003.Sooty_Albatross/Sooty_Albatross_0036_796387,3,0
171,172,003.Sooty_Albatross/Sooty_Albatross_0079_796389,3,1
172,173,003.Sooty_Albatross/Sooty_Albatross_0006_796390,3,0
173,174,003.Sooty_Albatross/Sooty_Albatross_0019_796391,3,1
174,175,003.Sooty_Albatross/Sooty_Albatross_0002_796395,3,0
175,176,003.Sooty_Albatross/Sooty_Albatross_0022_796398,3,1
176,177,003.Sooty_Albatross/Sooty_Albatross_0023_796401,3,1
177,178,003.Sooty_Albatross/Sooty_Albatross_0013_796402,3,0
178,179,004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538,4,0
179,180,004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540,4,0
180,181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494,4,1
181,182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546,4,1
182,183,004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549,4,0
183,184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559,4,1
184,185,004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560,4,0
185,186,004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561,4,0
186,187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562,4,1
187,188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567,4,1
188,189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585,4,1
189,190,004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588,4,0
190,191,004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590,4,0
191,192,004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591,4,0
192,193,004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592,4,0
193,194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604,4,1
194,195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612,4,1
195,196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613,4,1
196,197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615,4,1
197,198,004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617,4,0
198,199,004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620,4,0
199,200,004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639,4,0
200,201,004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646,4,0
201,202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650,4,1
202,203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653,4,1
203,204,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661,4,1
204,205,004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663,4,0
205,206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670,4,1
206,207,004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672,4,0
207,208,004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678,4,0
208,209,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696,4,1
209,210,004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697,4,0
210,211,004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700,4,0
211,212,004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704,4,0
212,213,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706,4,1
213,214,004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715,4,0
214,215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724,4,1
215,216,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728,4,1
216,217,004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730,4,0
217,218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731,4,1
218,219,004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480,4,0
219,220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485,4,1
220,221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528,4,1
221,222,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493,4,1
222,223,004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750,4,0
223,224,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751,4,1
224,225,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754,4,1
225,226,004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755,4,0
226,227,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501,4,1
227,228,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502,4,1
228,229,004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505,4,0
229,230,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763,4,1
230,231,004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765,4,0
231,232,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510,4,1
232,233,004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767,4,0
233,234,004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516,4,0
234,235,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776,4,1
235,236,004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522,4,0
236,237,004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780,4,0
237,238,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784,4,1
238,239,005.Crested_Auklet/Crested_Auklet_0006_1813,5,0
239,240,005.Crested_Auklet/Crested_Auklet_0042_794902,5,0
240,241,005.Crested_Auklet/Crested_Auklet_0061_794904,5,1
241,242,005.Crested_Auklet/Crested_Auklet_0018_1817,5,1
242,243,005.Crested_Auklet/Crested_Auklet_0010_794907,5,1
243,244,005.Crested_Auklet/Crested_Auklet_0041_794910,5,0
244,245,005.Crested_Auklet/Crested_Auklet_0029_1824,5,1
245,246,005.Crested_Auklet/Crested_Auklet_0044_1825,5,0
246,247,005.Crested_Auklet/Crested_Auklet_0013_794914,5,1
247,248,005.Crested_Auklet/Crested_Auklet_0047_794918,5,1
248,249,005.Crested_Auklet/Crested_Auklet_0005_794922,5,1
249,250,005.Crested_Auklet/Crested_Auklet_0019_794925,5,1
250,251,005.Crested_Auklet/Crested_Auklet_0011_794927,5,0
251,252,005.Crested_Auklet/Crested_Auklet_0059_794929,5,0
252,253,005.Crested_Auklet/Crested_Auklet_0032_794931,5,1
253,254,005.Crested_Auklet/Crested_Auklet_0057_794932,5,1
254,255,005.Crested_Auklet/Crested_Auklet_0021_794938,5,0
255,256,005.Crested_Auklet/Crested_Auklet_0045_794940,5,1
256,257,005.Crested_Auklet/Crested_Auklet_0001_794941,5,1
257,258,005.Crested_Auklet/Crested_Auklet_0039_794944,5,1
258,259,005.Crested_Auklet/Crested_Auklet_0074_794949,5,0
259,260,005.Crested_Auklet/Crested_Auklet_0028_794951,5,0
260,261,005.Crested_Auklet/Crested_Auklet_0052_794952,5,1
261,262,005.Crested_Auklet/Crested_Auklet_0012_794960,5,1
262,263,005.Crested_Auklet/Crested_Auklet_0003_794962,5,1
263,264,005.Crested_Auklet/Crested_Auklet_0033_794964,5,1
264,265,005.Crested_Auklet/Crested_Auklet_0053_794966,5,0
265,266,005.Crested_Auklet/Crested_Auklet_0062_794968,5,1
266,267,005.Crested_Auklet/Crested_Auklet_0073_785248,5,1
267,268,005.Crested_Auklet/Crested_Auklet_0067_785249,5,1
268,269,005.Crested_Auklet/Crested_Auklet_0066_785251,5,1
269,270,005.Crested_Auklet/Crested_Auklet_0076_785252,5,1
270,271,005.Crested_Auklet/Crested_Auklet_0068_785253,5,0
271,272,005.Crested_Auklet/Crested_Auklet_0071_785255,5,1
272,273,005.Crested_Auklet/Crested_Auklet_0077_785257,5,1
273,274,005.Crested_Auklet/Crested_Auklet_0069_785258,5,1
274,275,005.Crested_Auklet/Crested_Auklet_0075_785259,5,1
275,276,005.Crested_Auklet/Crested_Auklet_0072_785260,5,1
276,277,005.Crested_Auklet/Crested_Auklet_0070_785261,5,0
277,278,005.Crested_Auklet/Crested_Auklet_0063_794901,5,1
278,279,005.Crested_Auklet/Crested_Auklet_0036_794905,5,0
279,280,005.Crested_Auklet/Crested_Auklet_0030_794937,5,1
280,281,005.Crested_Auklet/Crested_Auklet_0040_794912,5,1
281,282,005.Crested_Auklet/Crested_Auklet_0048_1791,5,0
282,283,006.Least_Auklet/Least_Auklet_0035_1888,6,1
283,284,006.Least_Auklet/Least_Auklet_0050_1924,6,1
284,285,006.Least_Auklet/Least_Auklet_0058_1931,6,1
285,286,006.Least_Auklet/Least_Auklet_0014_1901,6,0
286,287,006.Least_Auklet/Least_Auklet_0016_1903,6,1
287,288,006.Least_Auklet/Least_Auklet_0040_795100,6,1
288,289,006.Least_Auklet/Least_Auklet_0015_795065,6,1
289,290,006.Least_Auklet/Least_Auklet_0026_795066,6,1
290,291,006.Least_Auklet/Least_Auklet_0043_795067,6,1
291,292,006.Least_Auklet/Least_Auklet_0032_795068,6,0
292,293,006.Least_Auklet/Least_Auklet_0045_795069,6,1
293,294,006.Least_Auklet/Least_Auklet_0008_795071,6,1
294,295,006.Least_Auklet/Least_Auklet_0012_795074,6,1
295,296,006.Least_Auklet/Least_Auklet_0018_795077,6,1
296,297,006.Least_Auklet/Least_Auklet_0020_795080,6,1
297,298,006.Least_Auklet/Least_Auklet_0039_795081,6,0
298,299,006.Least_Auklet/Least_Auklet_0017_795084,6,1
299,300,006.Least_Auklet/Least_Auklet_0025_795087,6,0
300,301,006.Least_Auklet/Least_Auklet_0052_795088,6,1
301,302,006.Least_Auklet/Least_Auklet_0027_795091,6,1
302,303,006.Least_Auklet/Least_Auklet_0010_795092,6,1
303,304,006.Least_Auklet/Least_Auklet_0028_795094,6,0
304,305,006.Least_Auklet/Least_Auklet_0060_795095,6,1
305,306,006.Least_Auklet/Least_Auklet_0034_795096,6,1
306,307,006.Least_Auklet/Least_Auklet_0042_1874,6,1
307,308,006.Least_Auklet/Least_Auklet_0055_795106,6,0
308,309,006.Least_Auklet/Least_Auklet_0041_795107,6,0
309,310,006.Least_Auklet/Least_Auklet_0011_795109,6,1
310,311,006.Least_Auklet/Least_Auklet_0004_795112,6,0
311,312,006.Least_Auklet/Least_Auklet_0023_1898,6,0
312,313,006.Least_Auklet/Least_Auklet_0030_795116,6,1
313,314,006.Least_Auklet/Least_Auklet_0046_795118,6,0
314,315,006.Least_Auklet/Least_Auklet_0005_795119,6,0
315,316,006.Least_Auklet/Least_Auklet_0024_795120,6,1
316,317,006.Least_Auklet/Least_Auklet_0029_795122,6,1
317,318,006.Least_Auklet/Least_Auklet_0007_795123,6,1
318,319,006.Least_Auklet/Least_Auklet_0057_795126,6,1
319,320,006.Least_Auklet/Least_Auklet_0021_795127,6,1
320,321,006.Least_Auklet/Least_Auklet_0054_795130,6,1
321,322,006.Least_Auklet/Least_Auklet_0038_795132,6,1
322,323,006.Least_Auklet/Least_Auklet_0063_795134,6,1
323,324,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921,7,1
324,325,007.Parakeet_Auklet/Parakeet_Auklet_0017_795924,7,0
325,326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925,7,1
326,327,007.Parakeet_Auklet/Parakeet_Auklet_0056_795926,7,1
327,328,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927,7,1
328,329,007.Parakeet_Auklet/Parakeet_Auklet_0072_795929,7,0
329,330,007.Parakeet_Auklet/Parakeet_Auklet_0030_795930,7,0
330,331,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932,7,1
331,332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933,7,1
332,333,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934,7,1
333,334,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935,7,1
334,335,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936,7,1
335,336,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939,7,1
336,337,007.Parakeet_Auklet/Parakeet_Auklet_0058_795942,7,0
337,338,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943,7,1
338,339,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944,7,1
339,340,007.Parakeet_Auklet/Parakeet_Auklet_0020_795947,7,0
340,341,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948,7,1
341,342,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953,7,1
342,343,007.Parakeet_Auklet/Parakeet_Auklet_0064_795954,7,0
343,344,007.Parakeet_Auklet/Parakeet_Auklet_0039_795955,7,0
344,345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956,7,1
345,346,007.Parakeet_Auklet/Parakeet_Auklet_0050_795957,7,0
346,347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958,7,1
347,348,007.Parakeet_Auklet/Parakeet_Auklet_0031_795960,7,0
348,349,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961,7,1
349,350,007.Parakeet_Auklet/Parakeet_Auklet_0026_795962,7,0
350,351,007.Parakeet_Auklet/Parakeet_Auklet_0055_795963,7,0
351,352,007.Parakeet_Auklet/Parakeet_Auklet_0067_795964,7,0
352,353,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965,7,1
353,354,007.Parakeet_Auklet/Parakeet_Auklet_0015_795966,7,0
354,355,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969,7,1
355,356,007.Parakeet_Auklet/Parakeet_Auklet_0013_795970,7,0
356,357,007.Parakeet_Auklet/Parakeet_Auklet_0051_795971,7,0
357,358,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972,7,1
358,359,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973,7,1
359,360,007.Parakeet_Auklet/Parakeet_Auklet_0040_795974,7,0
360,361,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975,7,1
361,362,007.Parakeet_Auklet/Parakeet_Auklet_0074_795976,7,1
362,363,007.Parakeet_Auklet/Parakeet_Auklet_0016_795977,7,0
363,364,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980,7,1
364,365,007.Parakeet_Auklet/Parakeet_Auklet_0075_795981,7,0
365,366,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982,7,1
366,367,007.Parakeet_Auklet/Parakeet_Auklet_0032_795986,7,1
367,368,007.Parakeet_Auklet/Parakeet_Auklet_0019_795987,7,1
368,369,007.Parakeet_Auklet/Parakeet_Auklet_0061_795990,7,0
369,370,007.Parakeet_Auklet/Parakeet_Auklet_0008_795992,7,0
370,371,007.Parakeet_Auklet/Parakeet_Auklet_0034_795994,7,0
371,372,007.Parakeet_Auklet/Parakeet_Auklet_0010_795995,7,0
372,373,007.Parakeet_Auklet/Parakeet_Auklet_0070_795998,7,0
373,374,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001,7,1
374,375,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004,7,1
375,376,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045,7,1
376,377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056,8,1
377,378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195,8,1
378,379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089,8,1
379,380,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096,8,1
380,381,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0042_2101,8,0
381,382,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0027_797496,8,0
